fiscal_year,base_value,cost_growth_ratio,schedule_slip_days,planned_duration_days,number_of_offers,n_transactions,military_branch,naics_code,psc_code,contract_type,extent_competed,place_state
2016,150.0,0.0,0.0,7.0,8.0,1,PACAF,237990.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2016,99470.57,-1.1571000347137852,0.0,93.0,8.0,2,PACAF,237990.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2016,89758.22,-1.0479064758637147,8.0,68.0,8.0,2,PACAF,237990.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2016,46543.99,-1.0,4.0,21.0,8.0,2,PACAF,237990.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2016,67885.93,0.0,0.0,91.0,8.0,1,PACAF,237990.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2016,150.0,0.0,0.0,7.0,8.0,1,PACAF,237990.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2016,115650.39,-1.0,29.0,61.0,8.0,2,PACAF,237990.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2016,229220.9,-1.0,42.0,101.0,8.0,2,PACAF,237990.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2016,2100.0,0.0,0.0,14.0,8.0,1,PACAF,237990.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2016,32694.55,-1.0,8.0,99.0,8.0,3,PACAF,237990.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2016,1050.0,0.0,0.0,14.0,8.0,1,PACAF,237990.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2016,817427.72,-1.0,52.0,307.0,8.0,6,PACAF,237990.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2016,2100.0,0.0,0.0,14.0,8.0,1,PACAF,237990.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2016,380264.34,-1.0220269142249836,-100.0,210.0,8.0,3,PACAF,237990.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2016,320659.05,0.0,0.0,159.0,8.0,1,PACAF,237990.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2016,454846.52,-1.0,39.0,148.0,8.0,3,PACAF,237990.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2016,4447.27,0.0,0.0,39.0,8.0,1,PACAF,237990.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2012,17590.73,5.237511462002999,1676.0,123.0,6.0,5,PACAF,237990.0,Z2QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2016,54764.9,-0.5909111492945299,93.0,154.0,8.0,3,PACAF,237990.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2016,58971.89,0.0,0.0,62.0,8.0,1,PACAF,237990.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2016,54135.31,0.0,0.0,49.0,8.0,1,PACAF,237990.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2016,5250.0,0.0,0.0,21.0,8.0,1,PACAF,237990.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2016,133025.5,-1.0,38.0,67.0,8.0,2,PACAF,237990.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2016,75819.77,0.0,0.0,82.0,8.0,1,PACAF,237990.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2016,218585.66,0.0,0.0,142.0,8.0,1,PACAF,237990.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2016,249899.82,-1.0,0.0,118.0,8.0,5,PACAF,237990.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2013,400.0,135.82425,1228.0,7.0,3.0,5,PACAF,237310.0,Z2LB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2011,85000.0,1.1580705882352942,1857.0,19.0,1.0,4,PACAF,561210.0,Z161,FIRM FIXED PRICE,NOT COMPETED UNDER SAP,AK
2011,20050.0,-1.0,1980.0,94.0,1.0,8,PACAF,561210.0,Z161,FIRM FIXED PRICE,NOT COMPETED UNDER SAP,AK
2011,5000.0,-4.822,366.0,364.0,1.0,6,PACAF,238290.0,Z199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2011,4567.0,0.0,0.0,117.0,1.0,1,PACAF,237110.0,Z245,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,AK
2011,84500.0,-1.0,0.0,72.0,4.0,2,PACAF,212321.0,Z216,FIRM FIXED PRICE,COMPETED UNDER SAP,AK
2011,100000.0,-1.48722,163.0,89.0,2.0,3,PACAF,236210.0,Z152,FIRM FIXED PRICE,COMPETED UNDER SAP,AK
2011,79740.0,0.0,0.0,90.0,1.0,1,PACAF,237990.0,Z299,FIRM FIXED PRICE,COMPETED UNDER SAP,AK
2012,55552.6,-1.0,0.0,135.0,1.0,2,PACAF,237130.0,Z2PZ,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,AK
2012,7400.0,-1.0,0.0,3.0,1.0,2,PACAF,237990.0,Z1LB,FIRM FIXED PRICE,NOT COMPETED,AK
2012,13684.5,0.0,0.0,1.0,2.0,1,PACAF,321992.0,Y1PZ,FIRM FIXED PRICE,COMPETED UNDER SAP,AK
2013,2603581.62,-1.0727007014283654,63.0,199.0,1.0,6,PACAF,237130.0,Z1MA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2013,150000.0,-1.5191890666666665,0.0,308.0,1.0,5,PACAF,811310.0,Z2EZ,FIRM FIXED PRICE,COMPETED UNDER SAP,AK
2014,127126.0,-1.2798370120982332,731.0,364.0,1.0,17,PACAF,811310.0,Z2EZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2014,667770.0,-1.0329005495904278,62.0,91.0,3.0,2,PACAF,238160.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,AK
2014,759000.0,-1.0,121.0,467.0,4.0,5,PACAF,238220.0,Z2NZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2014,390762.0,-1.0383865370737175,-1.0,366.0,1.0,2,PACAF,237310.0,Z2LB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2014,380000.0,-1.0,-31.0,378.0,1.0,3,PACAF,237310.0,Z2LB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2014,1641986.0,-1.0001370291829528,17.0,303.0,8.0,3,PACAF,238210.0,Z2NZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2014,2144544.0,-1.1558576275422654,-11.0,280.0,1.0,4,PACAF,237130.0,Z1MA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,AK
2014,15135.0,-1.3240832507433102,218.0,35.0,1.0,3,PACAF,238220.0,Z1AA,FIRM FIXED PRICE,COMPETED UNDER SAP,AK
2014,68750.0,-1.0,274.0,60.0,3.0,3,PACAF,212321.0,Z1ND,FIRM FIXED PRICE,COMPETED UNDER SAP,AK
2014,88120.0,-2.0,305.0,44.0,1.0,5,PACAF,811310.0,Z2EZ,FIRM FIXED PRICE,NOT COMPETED,AK
2014,27195.0,0.0,0.0,14.0,1.0,1,PACAF,237130.0,Z1MA,FIRM FIXED PRICE,NOT AVAILABLE FOR COMPETITION,AK
2015,1054239.0,0.0,0.0,74.0,1.0,1,PACAF,237310.0,Z1BD,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2015,1537750.0,-1.0,336.0,103.0,3.0,4,PACAF,237310.0,Z1BD,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,AK
2015,245660.0,-0.9216396645770577,22.0,65.0,3.0,2,PACAF,238320.0,Z2BZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2015,342600.0,-0.8280793928779918,14.0,103.0,3.0,2,PACAF,238160.0,Z2EZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2015,889000.0,-1.0120035433070866,2.0,377.0,3.0,4,PACAF,238220.0,Z2NZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2015,1665218.0,-1.2945730288766997,0.0,308.0,2.0,2,PACAF,237130.0,Z1MA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,AK
2016,224200.0,-0.8975150312221231,154.0,256.0,2.0,2,PACAF,238290.0,Z2BZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2016,315840.0,-1.0,620.0,349.0,1.0,8,PACAF,238290.0,Z2JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2016,235770.0,0.0,0.0,87.0,2.0,1,PACAF,238160.0,Z2EZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2016,194100.0,0.0,0.0,89.0,2.0,1,PACAF,238160.0,Z2EZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2016,462850.0,-0.9972323646969861,0.0,75.0,3.0,2,PACAF,238160.0,Z2EZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2016,2640268.8,0.0,0.0,264.0,4.0,1,PACAF,237310.0,Z2LB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,AK
2016,268636.0,0.0,0.0,273.0,4.0,1,PACAF,237310.0,Z2LB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,AK
2017,269073.0,-1.0,91.0,35.0,1.0,4,PACAF,238290.0,Z2EZ,FIRM FIXED PRICE,COMPETED UNDER SAP,AK
2017,578320.0,-0.9916516807303914,33.0,270.0,10.0,4,PACAF,238210.0,Z2NZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2017,862978.58,-1.0,0.0,380.0,8.0,3,PACAF,237990.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2017,4500.0,0.0,0.0,10.0,2.0,1,PACAF,236220.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2017,4500.0,0.0,0.0,14.0,2.0,1,PACAF,236220.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2017,4500.0,0.0,0.0,11.0,2.0,1,PACAF,236220.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2017,4500.0,0.0,0.0,19.0,2.0,1,PACAF,236220.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2017,860680.02,-1.0,13.0,217.0,2.0,2,PACAF,236220.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2017,4500.0,-1.0,4.0,14.0,2.0,3,PACAF,236220.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2017,31537.5,0.0,0.0,90.0,2.0,1,PACAF,236220.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2017,31582.09,0.0,0.0,94.0,2.0,1,PACAF,236220.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2017,167592.91,-1.0,-24.0,92.0,2.0,3,PACAF,236220.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2017,4500.0,-1.0,0.0,18.0,2.0,2,PACAF,236220.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2017,4500.0,0.0,0.0,18.0,2.0,1,PACAF,236220.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2017,4500.0,-1.0,52.0,18.0,2.0,5,PACAF,236220.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2017,221718.4,-1.010391559744252,356.0,95.0,3.0,3,PACAF,237310.0,Z2LB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,AK
2017,4500.0,-1.0,0.0,17.0,2.0,2,PACAF,236220.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2017,4500.0,0.0,0.0,17.0,2.0,1,PACAF,236220.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2017,4500.0,0.0,0.0,415.0,2.0,1,PACAF,236220.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2017,4500.0,-1.0,0.0,196.0,2.0,2,PACAF,236220.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2017,4500.0,0.0,0.0,10.0,2.0,1,PACAF,236220.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2017,154639.98,0.0,0.0,107.0,2.0,1,PACAF,236220.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2017,166884.85,-1.0,-14.0,95.0,2.0,2,PACAF,236220.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2017,4500.0,-1.0,5.0,14.0,2.0,4,PACAF,236220.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2017,4500.0,-1.0,0.0,14.0,2.0,3,PACAF,236220.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2017,244756.87,0.0,0.0,92.0,2.0,1,PACAF,236220.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2017,115306.85,-0.9733561362572996,122.0,184.0,2.0,3,PACAF,236220.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2017,760941.65,-0.9819187581597091,169.0,212.0,2.0,3,PACAF,236220.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2017,4500.0,0.0,0.0,15.0,2.0,1,PACAF,236220.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2017,4500.0,0.0,0.0,15.0,2.0,1,PACAF,236220.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2017,4500.0,0.0,0.0,15.0,2.0,1,PACAF,236220.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2017,536827.61,-1.0,152.0,182.0,2.0,4,PACAF,236220.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2017,264720.97,-1.0,0.0,273.0,2.0,2,PACAF,236220.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2017,471924.19,-1.0,351.0,303.0,2.0,3,PACAF,236220.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2017,380418.25,-1.0,0.0,252.0,2.0,3,PACAF,236220.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2017,131419.43,-1.0,227.0,122.0,2.0,5,PACAF,236220.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2017,4991913.8,-1.0,85.0,309.0,3.0,8,PACAF,237310.0,Z2LB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,AK
2017,38053.2,-1.0,77.0,270.0,2.0,3,PACAF,236220.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2017,42044.88,-1.0,21.0,63.0,2.0,3,PACAF,236220.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2017,65000.0,0.0,0.0,364.0,1.0,1,PACAF,237310.0,Z2LB,FIRM FIXED PRICE,NOT COMPETED UNDER SAP,AK
2017,27123.91,0.0,0.0,372.0,1.0,1,PACAF,811219.0,Z1BA,FIRM FIXED PRICE,NOT COMPETED UNDER SAP,AK
2018,1097000.0,0.0,0.0,368.0,3.0,1,PACAF,238210.0,Z2JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2018,432800.0,-1.0,222.0,87.0,3.0,2,PACAF,238160.0,Z2NZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2018,519250.0,-1.0,306.0,119.0,2.0,4,PACAF,237990.0,Z2NZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2018,400000.0,-1.26675,4.0,7.0,1.0,2,PACAF,237990.0,Y1LB,FIRM FIXED PRICE,NOT COMPETED,AK
2018,4500.0,0.0,0.0,2.0,,1,PACAF,236220.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2018,662448.94,-0.5322293669909111,283.0,203.0,,6,PACAF,236220.0,Z2JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2018,4500.0,0.0,0.0,14.0,,1,PACAF,236220.0,Z2JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2018,4500.0,0.0,0.0,15.0,,1,PACAF,236220.0,Z2JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2018,946615.91,-1.0,39.0,391.0,,3,PACAF,236220.0,Z2JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2018,281828.75,-1.0628004062750873,372.0,28.0,2.0,3,PACAF,237310.0,Z2BD,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,AK
2018,4500.0,0.0,0.0,14.0,,1,PACAF,236220.0,Z2JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2018,4500.0,0.0,0.0,11.0,,1,PACAF,236220.0,Z2JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2018,4500.0,-1.0,7.0,11.0,,3,PACAF,236220.0,Z2JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2018,35851.02,0.0,0.0,118.0,,1,PACAF,236220.0,Z2JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2018,181301.22,0.0,0.0,387.0,,1,PACAF,236220.0,Z2JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2018,4500.0,0.0,0.0,15.0,,1,PACAF,236220.0,Z2JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2018,4500.0,0.0,0.0,13.0,,1,PACAF,236220.0,Z2JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2018,137376.09,-1.0,118.0,226.0,0.0,2,PACAF,236220.0,Z2JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2018,4500.0,0.0,0.0,14.0,,1,PACAF,236220.0,Z2JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2018,4500.0,0.0,0.0,18.0,,1,PACAF,236220.0,Z2JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2018,137158.11,0.0,0.0,103.0,,1,PACAF,236220.0,Z2JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2018,80547.5,0.39799298550544704,151.0,151.0,,2,PACAF,236220.0,Z2JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2018,4500.0,0.0,0.0,14.0,,1,PACAF,236220.0,Z2JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2018,336140.38,-1.114789481704043,286.0,103.0,,3,PACAF,236220.0,Z2JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2019,34098.18,0.0,0.0,229.0,,1,PACAF,236220.0,Z2JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2018,399996.02,-1.0,26.0,189.0,,2,PACAF,236220.0,Z2JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2018,17541.18,0.0,0.0,137.0,,1,PACAF,236220.0,Z2JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2018,4500.0,0.0,0.0,4.0,,1,PACAF,236220.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2018,105663.75,-1.0,2.0,19.0,,3,PACAF,236220.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2018,29859.59,0.0,0.0,47.0,,1,PACAF,236220.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2018,4500.0,0.0,0.0,15.0,,1,PACAF,236220.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2018,7585492.9,-1.0125988727772721,7.0,163.0,4.0,3,PACAF,237310.0,Z2LB,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,AK
2018,4500.0,-1.0,0.0,14.0,,2,PACAF,236220.0,Z1QA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2018,65000.0,0.0,0.0,4.0,1.0,1,PACAF,237310.0,Z2LB,FIRM FIXED PRICE,NOT COMPETED UNDER SAP,AK
2019,1162705.0,-1.0,0.0,290.0,4.0,2,PACAF,238210.0,Z2JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2019,4408200.0,-1.0,39.0,240.0,7.0,3,PACAF,236220.0,Z2JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2019,4500.0,-1.0,255.0,14.0,,3,PACAF,236220.0,Z2JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2019,4500.0,0.0,0.0,14.0,,1,PACAF,236220.0,Z2JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2019,4500.0,0.0,0.0,14.0,,1,PACAF,236220.0,Z2JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2019,4500.0,0.0,0.0,14.0,,1,PACAF,236220.0,Z2JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2019,4500.0,0.0,0.0,10.0,,1,PACAF,236220.0,Z2JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2019,206805.0,0.0,0.0,61.0,2.0,1,PACAF,237310.0,Z2BD,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,AK
2019,5138899.36,-0.9992145205194289,31.0,133.0,3.0,3,PACAF,237310.0,Z2BD,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,AK
2019,4500.0,-1.0,30.0,13.0,,4,PACAF,236220.0,Z2JZ,FIRM FIXED PRICE,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,AK
2012,518298.84,-1.0798455192375118,376.0,5.0,2.0,8,PACAF,236220.0,Z1NA,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,AK
2010,30000.0,-1.0825113333333334,1721.0,364.0,7.0,39,PACAF,236220.0,Z199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,88887.19,-1.0,2118.0,278.0,6.0,29,PACAF,237310.0,Z124,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,771443.73,-1.1276799540518658,1803.0,577.0,2.0,23,PACAF,236220.0,Z199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,399997.74,-1.1086046886164906,2154.0,278.0,6.0,29,PACAF,237310.0,Z124,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,599996.37,-1.3128956930189428,1917.0,264.0,6.0,27,PACAF,237310.0,Z124,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,1999999.51,-1.010815567649814,1921.0,264.0,6.0,24,PACAF,237310.0,Z124,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,499999.61,-1.0000108200084397,1607.0,264.0,6.0,17,PACAF,237310.0,Z124,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
2011,242958.19,-1.0,1274.0,522.0,3.0,16,PACAF,236220.0,Z199,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,
